,lecturer,type,duration,rooms,groups
83,8,Exercises,135,"[39, 7, 66]",[0]
84,7,Exercises,135,"[41, 1, 62, 65]",[0]
85,53,Exercises,135,[60],[0]
86,55,Exercises,135,"[62, 12]",[0]
87,1,Exercises,135,[26],[0]
88,13,Exercises,135,[32],[0]
89,31,Exercises,135,"[20, 42]",[0]
90,26,Exercises,135,"[48, 1]",[0]
91,27,Exercises,135,"[37, 39, 53]",[0]
92,0,Exercises,135,[46],[0]
93,64,Exercises,135,"[30, 59, 54, 32]",[0]
94,34,Lecture,135,"[58, 8, 27]","[63, 79, 37]"
95,52,Exercises,135,[59],[0]
96,3,Lecture,135,"[47, 14, 26]","[45, 29, 83, 40, 11]"
97,43,Lecture,135,"[48, 59]","[83, 14, 17, 67, 47]"
98,4,Exercises,135,"[19, 34, 42, 45]",[0]
99,1,Exercises,135,[7],[0]
100,46,Exercises,135,"[34, 46, 65]",[0]
101,61,Exercises,135,[61],[0]
102,5,Lecture,135,"[21, 62, 29, 64]","[10, 47, 55, 58, 60]"
103,62,Exercises,135,[15],[0]
104,26,Lecture,135,"[13, 22, 46]","[21, 8, 76, 81, 58]"
105,20,Lecture,135,[12],"[47, 56, 32, 31, 55]"
106,46,Exercises,135,[26],[0]
107,24,Exercises,135,"[60, 44, 22]",[0]
108,35,Exercises,135,"[41, 20, 60, 0]",[0]
109,63,Exercises,135,[6],[0]
110,11,Exercises,135,"[52, 66, 25, 8]",[0]
111,57,Exercises,135,"[52, 5, 2]",[0]
112,31,Exercises,135,"[40, 34]",[0]
113,56,Exercises,135,"[16, 39]",[0]
114,38,Lecture,135,[60],"[88, 29]"
115,43,Exercises,135,"[31, 40, 9]",[0]
116,64,Exercises,135,[56],[0]
117,26,Exercises,135,"[47, 36, 12, 63]",[0]
118,21,Exercises,135,[31],[0]
119,20,Lecture,135,"[10, 60, 33]","[63, 19, 65, 24, 39]"
120,48,Exercises,135,"[58, 21, 49, 34]",[0]
121,15,Exercises,135,[57],[0]
122,31,Exercises,135,"[0, 36, 2, 8]",[0]
123,54,Exercises,135,"[33, 4, 60, 23]",[0]
124,32,Exercises,135,"[10, 8]",[0]
125,58,Exercises,135,"[67, 59, 2, 43]",[0]
126,41,Exercises,135,"[64, 65]",[0]
127,63,Lecture,135,[1],"[23, 72]"
128,3,Exercises,135,"[42, 25]",[0]
129,18,Exercises,135,"[32, 22, 23, 14]",[0]
130,47,Exercises,135,"[41, 10, 34, 49]",[0]
131,10,Lecture,135,"[5, 30, 17]","[86, 37, 70, 84]"
132,60,Exercises,135,"[5, 63, 64, 45]",[0]
133,47,Exercises,135,"[31, 63, 52]",[0]
134,63,Exercises,135,"[40, 6]",[0]
135,62,Exercises,135,"[49, 43, 61]",[0]
136,2,Exercises,135,"[65, 21, 16]",[0]
137,38,Exercises,135,"[62, 37, 58]",[0]
138,46,Exercises,135,"[54, 34, 19]",[0]
139,32,Lecture,135,"[43, 53, 18, 49]","[18, 89, 23, 33]"
140,42,Exercises,135,"[43, 13]",[0]
141,62,Lecture,135,"[15, 21]","[32, 82, 68]"
142,45,Exercises,135,[59],[0]
143,24,Exercises,135,[31],[0]
144,4,Exercises,135,[31],[0]
145,8,Lecture,135,"[16, 58, 4]","[2, 81, 41]"
146,9,Exercises,135,"[34, 22]",[0]
147,41,Exercises,135,"[58, 33, 26]",[0]
148,31,Exercises,135,"[35, 55]",[0]
149,37,Exercises,135,"[37, 55, 42, 8]",[0]
150,28,Exercises,135,"[58, 63]",[0]
151,55,Exercises,135,"[46, 23]",[0]
152,21,Exercises,135,[45],[0]
153,29,Exercises,135,[49],[0]
154,59,Lecture,135,"[36, 11]","[22, 48, 52, 89]"
155,25,Exercises,135,"[32, 60]",[0]
156,22,Exercises,135,"[40, 53, 54]",[0]
157,48,Exercises,135,"[6, 2]",[0]
158,32,Exercises,135,"[39, 57]",[0]
159,15,Exercises,135,"[36, 65, 37, 4]",[0]
160,47,Lecture,135,"[6, 39]","[19, 5]"
161,31,Exercises,135,"[25, 64, 41]",[0]
162,17,Lecture,135,"[60, 27]","[89, 38, 60]"
163,39,Exercises,135,"[6, 0]",[0]
164,43,Exercises,135,"[55, 22]",[0]
165,4,Exercises,135,"[65, 2, 28, 50]",[0]
166,17,Exercises,135,[43],[0]
167,54,Exercises,135,"[9, 20]",[0]
168,59,Exercises,135,"[58, 50]",[0]
169,42,Exercises,135,[33],[0]
170,36,Exercises,135,[65],[0]
171,24,Exercises,135,"[16, 67, 40, 14]",[0]
172,40,Exercises,135,"[2, 18, 52, 56]",[0]
173,21,Exercises,135,[32],[0]
174,11,Lecture,135,"[34, 60, 14]","[21, 72, 74]"
175,49,Lecture,135,[36],"[30, 59, 25, 91]"
176,42,Exercises,135,"[54, 45, 15, 33]",[0]
177,11,Lecture,135,"[48, 7]",[13]
178,53,Exercises,135,[52],[0]
179,50,Exercises,135,"[51, 17, 13]",[0]
180,31,Exercises,135,[7],[0]
181,59,Exercises,135,"[40, 37]",[0]
182,48,Exercises,135,"[0, 57, 60, 43]",[0]
183,60,Exercises,135,"[48, 42, 37, 62]",[0]
184,41,Lecture,135,[38],[18]
185,9,Exercises,135,"[48, 21, 10]",[0]
186,48,Exercises,135,"[11, 46, 36, 66]",[0]
187,36,Exercises,135,[40],[0]
188,58,Exercises,135,"[36, 8, 59, 65]",[0]
189,63,Exercises,135,"[13, 0]",[0]
190,62,Exercises,135,[26],[0]
191,30,Exercises,135,"[62, 41, 1]",[0]
192,43,Exercises,135,[62],[0]
193,48,Exercises,135,"[27, 55, 53, 32]",[0]
194,57,Exercises,135,[22],[0]
195,25,Exercises,135,"[39, 20, 9]",[0]
196,54,Exercises,135,"[66, 47, 65]",[0]
197,42,Exercises,135,"[59, 55, 24]",[0]
198,55,Exercises,135,[30],[0]
199,61,Exercises,135,"[45, 28]",[0]
200,8,Exercises,135,"[52, 36, 7]",[0]
201,42,Exercises,135,"[3, 32]",[0]
202,48,Exercises,135,"[23, 37, 7]",[0]
203,40,Exercises,135,"[20, 11]",[0]
204,2,Exercises,135,"[3, 7, 12]",[0]
205,42,Lecture,135,"[14, 26]","[13, 30, 2, 14, 11, 34]"
206,21,Exercises,135,"[36, 58]",[0]
207,37,Lecture,135,[24],"[62, 4, 57]"
208,58,Exercises,135,[55],[0]
209,40,Exercises,135,"[50, 13]",[0]
210,51,Exercises,135,"[48, 17, 61]",[0]
211,12,Exercises,135,"[0, 20, 67, 6]",[0]
212,8,Exercises,135,"[59, 32, 28, 29]",[0]
213,53,Lecture,135,[39],[32]
214,14,Exercises,135,"[15, 39, 36]",[0]
215,17,Lecture,135,"[21, 31]","[23, 5, 85]"
216,11,Exercises,135,"[43, 21, 22, 6]",[0]
217,16,Exercises,135,"[20, 31]",[0]
218,35,Exercises,135,"[60, 39, 59]",[0]
219,61,Exercises,135,"[35, 0, 2, 10]",[0]
220,48,Exercises,135,[65],[0]
221,7,Exercises,135,[56],[0]
222,6,Lecture,135,"[46, 10]","[31, 53, 26, 65, 44, 60]"
223,13,Exercises,135,[9],[0]
224,59,Exercises,135,"[56, 41, 38]",[0]
225,10,Exercises,135,"[0, 20]",[0]
226,56,Exercises,135,"[64, 31]",[0]
227,59,Exercises,135,"[58, 33, 47, 3]",[0]
228,55,Exercises,135,"[15, 25, 67]",[0]
229,13,Lecture,135,"[41, 46, 48, 7]","[60, 16, 6, 31]"
230,54,Lecture,135,"[36, 31, 28, 22]","[27, 57, 10]"
231,37,Exercises,135,[29],[0]
232,39,Exercises,135,[12],[0]
233,26,Exercises,135,[8],[0]
234,37,Lecture,135,"[9, 61]","[54, 24, 73, 68, 50]"
235,25,Exercises,135,"[2, 47, 60, 41]",[0]
236,13,Exercises,135,"[19, 28, 41, 66]",[0]
237,20,Lecture,135,"[51, 16]","[74, 5, 60]"
238,8,Exercises,135,[24],[0]
239,14,Lecture,135,"[6, 65]",[19]
240,39,Exercises,135,"[45, 57, 66, 63]",[0]
241,40,Exercises,135,"[43, 27, 18]",[0]
242,43,Exercises,135,"[29, 57, 1, 51]",[0]
243,61,Exercises,135,"[5, 9, 45, 42]",[0]
244,1,Lecture,135,[11],"[60, 29, 6, 70, 83, 79]"
245,64,Exercises,135,[45],[0]
246,55,Exercises,135,[30],[0]
247,25,Exercises,135,"[12, 38, 17, 36]",[0]
248,30,Exercises,135,[16],[0]
249,13,Exercises,135,"[0, 3]",[0]
250,38,Exercises,135,[49],[0]
251,23,Exercises,135,"[6, 65, 13, 63]",[0]
252,63,Exercises,135,"[25, 20, 48, 19]",[0]
253,4,Exercises,135,[9],[0]
254,12,Lecture,135,"[30, 58, 57]","[14, 74, 40, 63, 69]"
255,25,Lecture,135,"[7, 29, 38]","[59, 23, 2, 91, 21, 52]"
256,56,Exercises,135,"[25, 16, 58]",[0]
257,24,Lecture,135,"[57, 53]","[31, 61, 71, 64]"
258,26,Exercises,135,[38],[0]
259,54,Lecture,135,"[42, 18, 39, 56]","[17, 83, 8, 30]"
260,43,Exercises,135,"[15, 20, 61]",[0]
261,14,Exercises,135,"[16, 39]",[0]
262,36,Lecture,135,"[37, 66, 18, 24]","[66, 4, 8, 70, 91]"
263,34,Exercises,135,[54],[0]
264,39,Exercises,135,"[42, 60]",[0]
265,6,Exercises,135,[63],[0]
266,22,Exercises,135,"[31, 1]",[0]
267,43,Exercises,135,"[2, 51, 64, 56]",[0]
268,56,Exercises,135,[43],[0]
269,32,Exercises,135,"[35, 1]",[0]
270,14,Exercises,135,"[15, 23, 33, 67]",[0]
271,39,Exercises,135,"[12, 7]",[0]
272,7,Exercises,135,"[11, 29, 56]",[0]
273,29,Exercises,135,[38],[0]
274,27,Exercises,135,"[6, 9, 25]",[0]
275,24,Exercises,135,"[44, 63, 14]",[0]
276,58,Lecture,135,"[15, 45]","[58, 14]"
277,43,Exercises,135,"[0, 19, 16]",[0]
278,42,Exercises,135,"[25, 58]",[0]
279,7,Lecture,135,"[25, 56, 64]","[77, 89]"
280,35,Exercises,135,"[39, 67, 34, 13]",[0]
281,40,Exercises,135,"[14, 43, 7, 15]",[0]
282,39,Exercises,135,"[26, 65, 49, 40]",[0]
283,19,Exercises,135,"[7, 13, 40, 47]",[0]
284,59,Exercises,135,[41],[0]
285,34,Exercises,135,"[52, 6, 64, 41]",[0]
286,43,Exercises,135,"[48, 11]",[0]
287,62,Exercises,135,[0],[0]
288,56,Exercises,135,"[61, 41]",[0]
289,6,Lecture,135,"[11, 27, 55, 12]",[33]
290,43,Exercises,135,"[44, 24, 53]",[0]
291,6,Exercises,135,"[5, 9, 66, 55]",[0]
292,61,Lecture,135,"[50, 7, 23]",[58]
293,40,Exercises,135,"[60, 55, 2]",[0]
294,3,Exercises,135,"[58, 48]",[0]
295,5,Exercises,135,"[5, 64, 57]",[0]
296,34,Exercises,135,"[11, 14, 61]",[0]
297,9,Exercises,135,"[38, 33, 31, 15]",[0]
298,41,Exercises,135,"[35, 51, 25, 45]",[0]
299,9,Exercises,135,"[55, 32, 21, 29]",[0]
300,44,Exercises,135,"[46, 44, 24]",[0]
301,15,Lecture,135,"[55, 53, 60]","[83, 89]"
302,32,Exercises,135,[9],[0]
303,46,Exercises,135,"[55, 52, 15]",[0]
304,37,Lecture,135,"[29, 66, 17]",[21]
305,57,Exercises,135,"[53, 6, 17]",[0]
306,53,Exercises,135,[24],[0]
307,21,Exercises,135,[13],[0]
308,57,Exercises,135,"[10, 66, 63, 39]",[0]
309,56,Exercises,135,"[53, 25, 56, 48]",[0]
310,23,Exercises,135,"[47, 25, 48, 50]",[0]
311,48,Exercises,135,"[6, 3]",[0]
312,63,Exercises,135,"[27, 23, 52]",[0]
313,5,Exercises,135,[43],[0]
314,1,Exercises,135,"[56, 9, 16, 30]",[0]
315,26,Exercises,135,[41],[0]
316,49,Exercises,135,"[37, 28, 50, 23]",[0]
317,33,Lecture,135,"[43, 66]","[50, 38, 60]"
318,32,Exercises,135,[2],[0]
319,13,Exercises,135,"[60, 58]",[0]
320,46,Exercises,135,"[18, 52, 36]",[0]
321,16,Exercises,135,"[1, 24, 40, 35]",[0]
322,45,Exercises,135,"[43, 30]",[0]
323,4,Exercises,135,"[36, 9]",[0]
324,33,Exercises,135,[5],[0]
325,49,Exercises,135,"[41, 4]",[0]
326,58,Exercises,135,"[33, 61, 62, 58]",[0]
327,59,Exercises,135,"[3, 21, 48]",[0]
328,42,Exercises,135,"[50, 20, 33]",[0]
329,26,Lecture,135,"[31, 46, 40]","[84, 21]"
330,55,Exercises,135,"[24, 8]",[0]
331,44,Exercises,135,"[13, 39]",[0]
332,6,Exercises,135,[54],[0]
333,65,Lecture,135,"[39, 24, 19, 28]","[54, 65, 41]"
334,62,Exercises,135,"[50, 27, 59]",[0]
335,8,Exercises,135,"[45, 28, 14, 37]",[0]
336,13,Exercises,135,"[54, 6]",[0]
337,12,Exercises,135,"[1, 43, 2, 30]",[0]
338,45,Lecture,135,[52],"[82, 20, 86, 55]"
339,51,Exercises,135,"[42, 15, 29]",[0]
340,50,Exercises,135,"[14, 20, 37, 8]",[0]
341,11,Exercises,135,"[16, 6, 36, 5]",[0]
342,30,Exercises,135,"[27, 45, 38, 56]",[0]
343,13,Exercises,135,"[5, 63, 61, 14]",[0]
344,11,Exercises,135,[15],[0]
345,12,Exercises,135,[8],[0]
346,13,Exercises,135,"[20, 27, 29]",[0]
347,52,Lecture,135,"[3, 14, 32]","[85, 84, 33, 18]"
348,16,Exercises,135,[56],[0]
349,59,Exercises,135,"[43, 44, 33, 58]",[0]
350,28,Lecture,135,"[55, 14]","[49, 84, 74, 54, 65]"
351,44,Exercises,135,"[53, 16, 28]",[0]
352,43,Exercises,135,[7],[0]
353,52,Exercises,135,"[11, 46, 22]",[0]
354,34,Lecture,135,"[8, 51, 42, 62]","[90, 5, 40]"
355,12,Exercises,135,"[60, 13, 20]",[0]
356,41,Lecture,135,"[2, 42, 39, 28]",[80]
357,23,Exercises,135,"[56, 28, 5, 65]",[0]
358,52,Exercises,135,"[8, 50]",[0]
359,6,Exercises,135,"[31, 33, 16]",[0]
360,10,Exercises,135,"[14, 13]",[0]
361,40,Exercises,135,"[50, 60, 49, 28]",[0]
362,27,Exercises,135,"[29, 12, 41]",[0]
363,63,Exercises,135,"[51, 33]",[0]
364,29,Exercises,135,"[66, 24, 7, 9]",[0]
365,54,Exercises,135,"[13, 25, 38]",[0]
366,47,Exercises,135,"[3, 53]",[0]
367,34,Lecture,135,"[8, 34]","[40, 70, 53, 67, 11]"
368,16,Lecture,135,[28],"[45, 57, 87, 17, 78, 53]"
369,31,Exercises,135,"[4, 20, 54, 21]",[0]
370,15,Exercises,135,"[56, 58, 44]",[0]
371,25,Exercises,135,"[18, 63, 38, 62]",[0]
372,64,Exercises,135,"[66, 58]",[0]
373,7,Lecture,135,"[60, 38, 43, 16]",[68]
374,47,Lecture,135,"[29, 45]","[19, 84]"
375,50,Exercises,135,"[48, 8, 24]",[0]
376,53,Lecture,135,[46],"[25, 86, 81, 69]"
377,58,Exercises,135,[41],[0]
378,20,Exercises,135,"[8, 9]",[0]
379,62,Lecture,135,[28],[66]
380,46,Exercises,135,"[17, 5, 57, 15]",[0]
381,37,Exercises,135,"[20, 22, 7, 39]",[0]
382,8,Exercises,135,"[58, 2]",[0]
383,11,Lecture,135,"[67, 32]","[9, 3, 71, 5, 25, 10]"
384,32,Exercises,135,[52],[0]
385,27,Exercises,135,"[12, 59]",[0]
386,32,Lecture,135,"[52, 41, 50]","[58, 5]"
387,64,Exercises,135,"[43, 40, 55]",[0]
388,63,Exercises,135,"[63, 2, 54, 44]",[0]
389,51,Exercises,135,"[11, 1, 32, 13]",[0]
390,0,Exercises,135,"[48, 23]",[0]
391,10,Lecture,135,"[51, 53, 43, 40]","[46, 85]"
392,41,Exercises,135,"[35, 45, 27]",[0]
393,49,Exercises,135,"[19, 46]",[0]
394,24,Exercises,135,"[5, 63, 20, 55]",[0]
395,5,Exercises,135,"[58, 4, 45, 33]",[0]
396,35,Exercises,135,"[60, 24]",[0]
397,40,Exercises,135,"[14, 42]",[0]
398,29,Exercises,135,"[50, 9, 15]",[0]
399,60,Exercises,135,"[11, 51, 38, 47]",[0]
400,36,Exercises,135,"[7, 54, 44, 13]",[0]
401,6,Lecture,135,"[16, 44, 17, 12]","[48, 68, 65, 6]"
402,9,Exercises,135,"[33, 14, 56, 18]",[0]
403,51,Exercises,135,[66],[0]
404,40,Exercises,135,"[12, 31, 66]",[0]
405,39,Exercises,135,[2],[0]
406,23,Lecture,135,"[34, 20]","[1, 80, 23, 52, 37, 34]"
407,40,Exercises,135,"[6, 4, 43]",[0]
408,19,Exercises,135,"[65, 51]",[0]
409,33,Exercises,135,"[26, 30, 34]",[0]
410,63,Lecture,135,"[12, 26, 8, 54]","[12, 30, 67, 52, 72, 84]"
411,31,Exercises,135,"[65, 47, 8, 4]",[0]
412,3,Exercises,135,"[19, 48, 53]",[0]
413,31,Exercises,135,"[10, 33]",[0]
414,23,Exercises,135,"[58, 61, 46]",[0]
415,60,Exercises,135,[55],[0]
416,16,Exercises,135,"[27, 2, 32]",[0]
417,32,Exercises,135,"[42, 53]",[0]
418,65,Exercises,135,"[23, 10]",[0]
419,56,Lecture,135,"[53, 8, 41, 15]","[59, 6, 1, 91]"
420,3,Lecture,135,"[33, 28]","[91, 36, 38]"
421,51,Exercises,135,"[15, 42]",[0]
422,14,Lecture,135,"[35, 18]",[15]
423,31,Exercises,135,[50],[0]
424,64,Exercises,135,"[22, 11]",[0]
425,16,Exercises,135,"[43, 8, 53, 37]",[0]
426,24,Lecture,135,"[58, 21, 19, 51]","[91, 28, 80, 17]"
427,9,Exercises,135,"[1, 23]",[0]
428,41,Exercises,135,"[65, 12, 10, 41]",[0]
429,5,Exercises,135,"[22, 32, 4]",[0]
430,52,Exercises,135,"[2, 56]",[0]
431,19,Exercises,135,[21],[0]
432,1,Exercises,135,"[65, 58, 14, 18]",[0]
433,43,Lecture,135,[55],"[83, 25, 55, 76]"
434,62,Exercises,135,"[32, 27]",[0]
435,48,Exercises,135,[55],[0]
436,42,Exercises,135,"[36, 33]",[0]
437,18,Lecture,135,[51],"[32, 29, 53]"
438,7,Lecture,135,"[43, 21]","[18, 86, 79]"
439,15,Exercises,135,"[14, 20, 8, 3]",[0]
440,12,Exercises,135,"[10, 53]",[0]
441,11,Lecture,135,[24],[20]
442,64,Exercises,135,"[45, 8, 56, 26]",[0]
443,2,Exercises,135,"[53, 17, 2, 12]",[0]
444,48,Exercises,135,"[51, 31, 43, 62]",[0]
445,30,Exercises,135,"[13, 17, 64]",[0]
446,42,Exercises,135,"[9, 64]",[0]
447,47,Exercises,135,"[27, 56, 38]",[0]
448,32,Exercises,135,[15],[0]
449,31,Exercises,135,[4],[0]
450,40,Exercises,135,"[47, 14, 50, 66]",[0]
451,61,Exercises,135,"[30, 15, 26]",[0]
452,65,Lecture,135,"[57, 54, 13]","[46, 37]"
453,55,Exercises,135,[63],[0]
454,30,Exercises,135,"[15, 42, 37, 16]",[0]
455,12,Exercises,135,"[10, 6, 62]",[0]
456,10,Exercises,135,"[27, 55]",[0]
457,4,Exercises,135,"[57, 38]",[0]
458,49,Exercises,135,"[53, 60]",[0]
459,53,Lecture,135,"[52, 47]","[17, 23]"
460,2,Exercises,135,"[10, 55, 20, 2]",[0]
461,19,Lecture,135,"[51, 28, 48]","[25, 78, 38, 19, 72]"
462,56,Exercises,135,"[55, 22]",[0]
463,20,Exercises,135,[20],[0]
464,23,Exercises,135,"[34, 6, 35]",[0]
465,55,Exercises,135,[25],[0]
466,15,Exercises,135,"[17, 36, 3, 57]",[0]
467,22,Exercises,135,"[52, 18]",[0]
468,57,Exercises,135,"[46, 38]",[0]
469,24,Exercises,135,[21],[0]
470,15,Exercises,135,"[3, 21]",[0]
471,60,Exercises,135,[1],[0]
472,46,Exercises,135,"[38, 17]",[0]
473,51,Exercises,135,"[5, 44]",[0]
474,31,Exercises,135,[20],[0]
475,10,Exercises,135,"[21, 33, 13]",[0]
476,50,Exercises,135,[21],[0]
477,19,Lecture,135,"[14, 30, 7]","[42, 11, 20]"
478,41,Exercises,135,"[58, 37, 15]",[0]
479,46,Exercises,135,"[48, 56, 2, 0]",[0]
480,4,Lecture,135,"[29, 58]",[24]
481,16,Exercises,135,"[2, 45, 48, 22]",[0]
482,0,Lecture,135,"[12, 8]","[18, 34, 5, 12]"
483,5,Exercises,135,"[44, 36]",[0]
484,26,Exercises,135,[22],[0]
485,50,Exercises,135,"[47, 18, 36, 38]",[0]
486,26,Lecture,135,[31],"[83, 81, 88, 13]"
487,58,Exercises,135,[54],[0]
488,49,Lecture,135,[34],"[68, 13, 38, 65, 53]"
489,50,Lecture,135,"[45, 32]","[17, 7, 68, 23, 37, 29]"
490,23,Exercises,135,"[12, 65]",[0]
491,42,Lecture,135,"[63, 45]","[18, 50, 91]"
492,21,Exercises,135,"[54, 36]",[0]
493,38,Exercises,135,"[56, 50, 36, 49]",[0]
494,62,Exercises,135,"[10, 30, 58]",[0]
495,44,Exercises,135,[33],[0]
496,5,Lecture,135,"[57, 65, 48, 43]","[78, 43, 6, 87, 37, 24]"
497,16,Exercises,135,[23],[0]
498,6,Exercises,135,"[6, 34, 58, 10]",[0]
499,3,Exercises,135,[12],[0]
500,53,Exercises,135,"[10, 6, 20, 64]",[0]
501,40,Exercises,135,[60],[0]
502,45,Exercises,135,[7],[0]
503,6,Exercises,135,[8],[0]
504,50,Exercises,135,"[17, 34, 3, 44]",[0]
505,28,Exercises,135,[56],[0]
506,27,Exercises,135,[3],[0]
507,31,Exercises,135,"[36, 24, 34]",[0]
508,56,Lecture,135,"[1, 32]",[20]
509,13,Exercises,135,"[64, 65, 14]",[0]
510,44,Exercises,135,"[59, 50, 22, 65]",[0]
511,14,Exercises,135,"[57, 9, 63, 40]",[0]
512,65,Exercises,135,[37],[0]
513,60,Exercises,135,"[31, 3, 57]",[0]
514,41,Exercises,135,"[59, 17]",[0]
515,5,Exercises,135,"[50, 47, 17, 10]",[0]
516,10,Exercises,135,"[24, 50]",[0]
517,33,Exercises,135,"[7, 20, 23, 36]",[0]
518,43,Exercises,135,"[26, 47]",[0]
519,25,Exercises,135,"[46, 53, 30]",[0]
520,44,Exercises,135,"[5, 64, 17]",[0]
521,36,Lecture,135,[57],"[70, 69, 82, 57, 36]"
522,37,Exercises,135,"[53, 3]",[0]
523,7,Exercises,135,"[25, 31, 63]",[0]
524,2,Exercises,135,[32],[0]
525,2,Exercises,135,"[53, 56, 4]",[0]
526,11,Exercises,135,"[51, 44, 38]",[0]
527,43,Lecture,135,"[56, 32]","[60, 28, 59, 57, 7]"
528,24,Exercises,135,[35],[0]
529,44,Exercises,135,"[64, 66]",[0]
530,10,Exercises,135,"[66, 38]",[0]
531,59,Lecture,135,"[42, 30]",[45]
532,2,Lecture,135,"[39, 7, 19, 52]","[9, 16, 20, 36, 30, 39]"
533,56,Exercises,135,[17],[0]
534,38,Exercises,135,"[54, 40, 10, 37]",[0]
535,3,Exercises,135,"[41, 10, 35]",[0]
536,18,Exercises,135,"[49, 64, 50]",[0]
537,53,Exercises,135,"[12, 52]",[0]
538,62,Exercises,135,"[31, 22]",[0]
539,15,Exercises,135,[6],[0]
540,11,Exercises,135,"[49, 34, 19, 15]",[0]
541,4,Lecture,135,"[53, 47]","[90, 31, 57, 29]"
542,50,Exercises,135,"[41, 13, 8]",[0]
543,17,Exercises,135,"[10, 53, 39, 47]",[0]
