,lecturer,type,duration,rooms,groups
238,53,Exercises,90,"[26, 6, 17, 10]",[53]
239,51,Lecture,90,"[37, 6]",[19]
240,12,Exercises,90,"[49, 2, 8, 34]",[54]
241,29,Lecture,90,"[55, 2]","[13, 74, 10, 60, 24]"
242,39,Exercises,90,"[17, 20]",[55]
243,28,Lecture,90,"[31, 12]","[60, 58]"
244,51,Exercises,135,"[56, 11, 46]",[56]
245,8,Exercises,90,"[59, 33]",[57]
246,35,Lecture,90,"[26, 38, 41]","[73, 5, 88, 90]"
247,17,Exercises,90,"[30, 58, 43]",[58]
248,54,Exercises,90,"[35, 46, 14, 33]",[59]
249,31,Exercises,90,"[54, 22, 2, 47]",[60]
250,40,Exercises,90,"[6, 16]",[61]
251,23,Exercises,90,"[58, 13, 56]",[62]
252,32,Exercises,90,"[30, 12]",[63]
253,27,Exercises,135,"[57, 43]",[64]
254,21,Exercises,135,"[19, 48]",[65]
255,35,Exercises,90,[33],[66]
256,30,Exercises,90,"[31, 33, 23, 16]",[67]
257,51,Exercises,90,"[27, 57]",[68]
258,20,Lecture,90,[35],"[10, 20, 75, 24, 16, 58]"
259,38,Lecture,90,"[46, 51]","[38, 18, 22, 60, 70]"
260,30,Exercises,90,"[39, 26, 29, 49]",[69]
261,49,Exercises,90,"[37, 16, 28, 25]",[70]
262,53,Exercises,90,"[53, 35]",[71]
263,21,Exercises,90,"[41, 8, 42]",[72]
264,20,Lecture,90,"[10, 33]","[25, 49, 82, 59, 45, 74]"
265,52,Exercises,90,"[17, 25, 38, 12]",[73]
266,12,Exercises,90,[58],[74]
267,8,Lecture,90,"[57, 30, 10]","[64, 45]"
268,13,Exercises,90,"[36, 31, 48, 52]",[75]
269,43,Exercises,135,[1],[76]
270,34,Lecture,90,"[30, 51, 19, 35]","[91, 78, 77, 1, 5]"
271,21,Exercises,90,[11],[77]
272,5,Lecture,90,"[8, 10]","[70, 87, 16, 55, 4]"
273,35,Exercises,90,"[24, 28, 16]",[78]
274,32,Lecture,90,[41],"[65, 15]"
275,36,Lecture,135,"[44, 14, 48]","[10, 22, 61, 43, 31]"
276,17,Exercises,90,"[20, 12]",[79]
277,10,Exercises,90,[3],[80]
278,22,Lecture,90,"[11, 27, 7, 54]","[53, 64, 1, 24, 27, 42]"
279,4,Exercises,90,[16],[81]
280,50,Lecture,135,"[28, 9]","[69, 14, 10, 26]"
281,35,Exercises,90,"[9, 23]",[82]
282,7,Lecture,135,"[26, 40, 0]","[29, 6]"
283,28,Exercises,90,[20],[83]
284,16,Lecture,90,"[16, 24, 2]","[25, 18]"
285,37,Lecture,90,"[27, 13, 34]","[63, 85, 18, 61, 8]"
286,38,Lecture,90,"[5, 41, 54, 23]","[12, 50, 44, 17]"
287,38,Exercises,90,"[49, 58, 39, 15]",[84]
288,14,Lecture,90,[10],"[83, 51, 5, 27]"
289,7,Exercises,90,"[2, 53, 24]",[85]
290,33,Lecture,90,[20],"[70, 79, 21, 49]"
291,46,Exercises,90,"[13, 39, 10]",[86]
292,9,Lecture,90,"[48, 26, 37]","[33, 90, 36]"
293,30,Lecture,90,"[25, 56, 33]","[72, 71, 56, 59]"
294,33,Exercises,90,"[30, 42, 6, 14]",[87]
295,44,Lecture,90,"[55, 20]","[78, 84, 32, 17, 4, 83]"
296,24,Lecture,90,[3],"[16, 4, 81]"
297,5,Exercises,135,"[45, 53]",[88]
298,17,Exercises,90,"[22, 11, 9, 51]",[89]
299,18,Exercises,90,"[5, 23, 22]",[90]
300,0,Lecture,135,"[56, 17, 58, 28]","[60, 42, 41, 45, 36, 32]"
301,24,Exercises,90,"[59, 0, 24]",[91]
302,29,Exercises,90,"[41, 28, 6, 50]",[0]
303,18,Lecture,90,"[3, 6]","[26, 55, 61, 77, 22, 8]"
304,52,Lecture,90,[30],[27]
305,43,Lecture,90,"[36, 49, 51]","[31, 78]"
306,46,Lecture,90,"[41, 27]","[69, 4, 64, 17, 41]"
307,53,Lecture,90,[51],"[87, 35, 8]"
308,14,Exercises,90,"[33, 17, 15]",[1]
309,3,Lecture,90,[16],"[7, 53]"
310,34,Exercises,90,"[55, 44, 33]",[2]
311,1,Lecture,90,"[18, 3]","[84, 73, 90, 7]"
312,32,Lecture,90,"[47, 43]","[50, 16, 39, 14, 29]"
313,27,Exercises,90,"[14, 13, 26, 59]",[3]
314,7,Exercises,90,"[58, 12]",[4]
315,12,Exercises,90,[6],[5]
316,11,Exercises,90,"[40, 25]",[6]
317,24,Lecture,90,[31],"[24, 39, 37, 30, 56, 50]"
318,49,Exercises,90,"[58, 35, 5, 20]",[7]
319,40,Exercises,90,"[27, 16, 13]",[8]
320,5,Exercises,90,"[14, 26, 23]",[9]
321,43,Exercises,135,"[43, 17, 31, 35]",[10]
322,42,Exercises,90,"[31, 41, 37, 30]",[11]
323,10,Exercises,90,[11],[12]
324,47,Exercises,90,"[12, 0, 14]",[13]
325,26,Lecture,90,[45],"[10, 78, 4, 70, 80]"
326,39,Exercises,90,"[37, 27, 4, 38]",[14]
327,53,Lecture,90,[29],"[91, 44, 60, 64, 75]"
328,53,Exercises,90,[18],[15]
329,21,Exercises,90,"[45, 6]",[16]
330,21,Exercises,90,"[19, 8, 53]",[17]
331,21,Exercises,90,"[44, 55, 42]",[18]
332,32,Exercises,135,"[55, 30]",[19]
333,31,Lecture,90,"[55, 0, 50]","[52, 84, 17, 67, 57]"
334,40,Lecture,90,[11],"[40, 48]"
335,27,Exercises,90,[16],[20]
336,17,Exercises,90,"[35, 42, 5, 6]",[21]
337,46,Lecture,90,"[23, 37]","[44, 38]"
338,45,Exercises,90,"[7, 37, 19]",[22]
339,39,Exercises,90,"[15, 44]",[23]
340,12,Exercises,90,"[39, 10, 49]",[24]
341,48,Exercises,90,[53],[25]
342,41,Exercises,90,[29],[26]
343,8,Exercises,135,"[47, 30, 0, 40]",[27]
344,39,Lecture,90,"[37, 28, 30]","[68, 7, 63, 85]"
345,14,Exercises,90,[19],[28]
346,7,Exercises,135,[25],[29]
347,25,Lecture,90,"[21, 18, 27, 3]","[79, 32, 45, 50, 76, 80]"
348,13,Lecture,90,"[19, 37]","[22, 82, 52, 8]"
349,18,Lecture,90,"[4, 51]","[9, 16, 36, 2, 43]"
350,9,Lecture,90,[5],"[84, 20]"
351,51,Lecture,90,[47],"[79, 18]"
352,38,Exercises,90,"[10, 30]",[30]
353,50,Lecture,90,"[24, 1, 40]","[62, 64]"
354,19,Exercises,90,"[53, 31, 48, 16]",[31]
355,25,Exercises,90,"[57, 46]",[32]
356,7,Lecture,90,[29],"[90, 87]"
357,0,Lecture,90,[20],"[88, 50, 3]"
358,51,Exercises,90,"[46, 54, 17, 36]",[33]
359,38,Exercises,90,[52],[34]
360,47,Lecture,90,"[49, 37, 18, 31]","[32, 81, 77, 14, 46]"
361,30,Lecture,90,"[16, 18]","[73, 34, 89, 29, 27, 81]"
362,47,Lecture,135,"[36, 0, 28]","[14, 10, 59]"
363,40,Exercises,90,"[24, 26, 16, 44]",[35]
364,49,Exercises,90,"[24, 10]",[36]
365,2,Exercises,90,[33],[37]
366,34,Lecture,90,"[25, 46, 19, 38]","[40, 65, 35]"
367,44,Lecture,90,"[41, 17, 33]","[51, 23, 91]"
368,44,Exercises,90,"[42, 40]",[38]
369,20,Lecture,135,"[2, 15]","[76, 2, 41, 87]"
370,24,Exercises,90,[27],[39]
371,31,Exercises,90,[13],[40]
372,44,Exercises,90,"[17, 28]",[41]
373,2,Exercises,90,"[39, 40, 5, 6]",[42]
374,32,Exercises,135,"[50, 39, 30, 57]",[43]
375,23,Exercises,90,[12],[44]
376,38,Exercises,90,"[28, 0, 3]",[45]
377,0,Exercises,90,"[34, 9, 47]",[46]
378,41,Exercises,135,"[26, 50]",[47]
379,13,Lecture,90,"[16, 25, 24]","[8, 61, 51, 33, 26]"
380,42,Lecture,90,"[30, 24, 7]","[64, 65]"
381,54,Exercises,90,"[13, 38, 47]",[48]
382,18,Lecture,90,"[29, 38, 46]","[39, 11, 32, 13]"
383,53,Lecture,90,[19],"[26, 46, 10, 85, 60, 83]"
384,27,Lecture,90,"[19, 56, 6]",[79]
385,43,Exercises,90,"[18, 17, 49, 55]",[49]
386,41,Lecture,90,"[1, 44, 34, 16]",[37]
387,15,Lecture,135,[13],"[17, 51]"
388,4,Lecture,90,"[51, 2, 6, 38]",[55]
389,47,Lecture,90,[39],"[6, 87, 9, 37]"
390,3,Exercises,90,"[13, 31]",[50]
391,24,Exercises,90,"[10, 37, 20, 49]",[51]
392,19,Lecture,90,"[58, 21, 16, 39]","[6, 17, 64, 35]"
393,1,Lecture,90,"[48, 20, 52]","[4, 50, 83, 45, 17, 3]"
394,43,Lecture,90,"[23, 59, 58, 14]",[55]
395,25,Exercises,90,"[50, 47, 18, 31]",[52]
396,42,Lecture,90,"[22, 19]",[84]
397,50,Lecture,135,"[48, 37]","[54, 88, 36, 23, 79]"
398,50,Lecture,90,[9],"[79, 49, 37, 83, 4]"
399,42,Lecture,90,"[16, 40]","[8, 19, 2, 53, 81]"
400,23,Lecture,90,"[20, 33]","[14, 72]"
401,35,Lecture,90,"[15, 54, 46]","[21, 53]"
402,49,Exercises,90,"[54, 31, 45]",[53]
403,42,Lecture,90,[18],"[69, 75, 28, 20]"
404,3,Lecture,90,"[49, 7, 22, 21]","[16, 18, 52, 81, 31]"
405,13,Exercises,90,"[0, 6, 4]",[54]
406,37,Exercises,90,"[28, 30]",[55]
407,18,Exercises,90,"[49, 54]",[56]
408,5,Exercises,90,"[46, 51, 7, 49]",[57]
409,43,Lecture,90,"[23, 51, 14]","[0, 14, 58]"
410,45,Exercises,90,"[56, 38, 7]",[58]
411,34,Exercises,90,"[1, 47, 38]",[59]
412,20,Lecture,90,"[14, 25]","[11, 75, 67]"
413,30,Exercises,90,"[52, 5, 49]",[60]
414,17,Exercises,90,"[23, 25, 58, 41]",[61]
415,35,Exercises,90,"[15, 4]",[62]
416,0,Exercises,90,[11],[63]
417,51,Exercises,90,"[2, 51, 29]",[64]
418,13,Lecture,90,[7],"[68, 4, 37]"
419,21,Exercises,90,"[20, 25, 11, 41]",[65]
420,39,Exercises,90,[20],[66]
421,11,Lecture,90,"[56, 31, 28, 54]","[43, 48, 57, 34]"
422,13,Lecture,90,"[12, 50]","[40, 30]"
423,12,Exercises,90,[53],[67]
424,53,Lecture,90,"[37, 31]","[13, 41, 33, 25, 64]"
425,54,Lecture,90,"[48, 47, 31]","[52, 44, 76, 59, 42, 29]"
426,48,Lecture,90,"[49, 32, 0, 17]","[88, 27, 1, 41, 76, 78]"
427,36,Lecture,90,"[1, 57]","[16, 26]"
428,31,Exercises,135,[18],[68]
429,11,Exercises,90,"[7, 23, 20]",[69]
430,33,Exercises,135,"[47, 32, 37, 8]",[70]
431,53,Lecture,90,[28],"[77, 54, 14, 65, 52, 64]"
432,3,Exercises,90,"[55, 44]",[71]
433,4,Exercises,90,[36],[72]
434,52,Lecture,90,[3],"[56, 7, 27]"
435,18,Exercises,90,"[16, 55, 11, 57]",[73]
436,31,Lecture,90,"[5, 19, 42]","[7, 55, 67]"
437,4,Lecture,90,"[4, 48]","[74, 69]"
438,13,Exercises,135,"[14, 2, 25, 54]",[74]
439,26,Exercises,90,"[55, 39, 45, 59]",[75]
440,18,Exercises,90,[44],[76]
441,20,Lecture,90,"[31, 51, 47]","[75, 56, 37, 45, 8, 11]"
442,46,Exercises,90,"[27, 37, 23]",[77]
443,42,Exercises,90,[55],[78]
444,49,Lecture,90,[27],"[18, 72, 40, 91]"
445,28,Exercises,90,[36],[79]
446,40,Exercises,135,"[57, 58, 43, 32]",[80]
447,34,Exercises,90,[36],[81]
448,1,Exercises,90,[50],[82]
449,51,Lecture,90,"[5, 13, 18, 12]",[12]
450,15,Lecture,90,"[29, 2, 5]","[83, 89, 79, 88, 10, 23]"
451,33,Lecture,90,"[41, 59, 5, 10]","[30, 18, 5, 34, 14]"
452,54,Exercises,90,"[15, 20]",[83]
453,46,Exercises,90,"[11, 37]",[84]
454,36,Lecture,90,"[47, 27]",[20]
455,40,Lecture,90,[7],"[88, 40]"
456,34,Exercises,135,[41],[85]
457,8,Lecture,90,"[13, 20, 2, 54]","[40, 26, 87, 29, 10, 68]"
458,37,Exercises,90,"[38, 40]",[86]
459,54,Lecture,90,[13],[54]
460,18,Lecture,90,"[51, 31, 4]","[17, 6, 64]"
461,22,Exercises,90,"[34, 8, 43]",[87]
462,10,Lecture,90,"[0, 34, 17]","[83, 48]"
463,30,Exercises,90,"[34, 13, 9]",[88]
464,3,Lecture,90,"[11, 36]","[88, 60, 35]"
465,5,Exercises,90,"[53, 13, 11]",[89]
466,48,Exercises,90,"[5, 11]",[90]
467,45,Exercises,90,"[40, 20]",[91]
468,43,Lecture,90,"[54, 7, 4, 42]","[37, 89]"
469,43,Lecture,90,"[36, 32, 6]","[46, 77]"
470,3,Lecture,90,"[42, 13]","[71, 48]"
471,4,Lecture,135,"[23, 1, 13]","[71, 26]"
472,0,Lecture,90,[30],"[80, 45, 51, 39, 74]"
473,29,Lecture,90,"[18, 59, 49, 42]","[5, 24, 11]"
474,36,Exercises,90,"[25, 57]",[0]
475,32,Lecture,90,"[39, 40, 41]","[9, 41, 14, 90]"
476,33,Lecture,90,"[18, 15]","[51, 36]"
477,27,Exercises,90,"[15, 2, 0, 20]",[1]
478,32,Exercises,135,"[51, 7, 12]",[2]
479,19,Exercises,90,"[44, 28, 29]",[3]
480,33,Exercises,90,"[46, 12, 3, 8]",[4]
481,20,Lecture,90,"[8, 40, 6, 9]","[27, 42, 91, 24, 35]"
482,14,Lecture,90,"[32, 6, 58, 20]","[14, 10, 50, 41, 79]"
483,53,Exercises,90,"[8, 45]",[5]
484,18,Lecture,90,[7],[25]
485,37,Exercises,90,"[23, 52]",[6]
486,3,Lecture,90,"[23, 20]",[46]
487,29,Lecture,90,[7],[40]
488,9,Exercises,90,"[0, 35, 19]",[7]
489,14,Exercises,90,"[11, 41, 40, 56]",[8]
490,13,Lecture,90,"[7, 10, 18]","[3, 37, 85, 91, 62, 22]"
491,12,Exercises,90,[45],[9]
492,23,Exercises,90,"[36, 46, 18, 44]",[10]
493,7,Lecture,135,"[38, 50]","[25, 85, 57]"
494,6,Exercises,90,"[57, 11, 2]",[11]
495,38,Exercises,90,[23],[12]
496,20,Lecture,90,"[32, 47]","[77, 90, 11, 67, 66, 12]"
497,14,Lecture,90,"[2, 29, 7, 6]",[48]
498,45,Exercises,90,"[6, 13, 11]",[13]
499,23,Lecture,90,[27],"[61, 76, 79, 49, 91, 64]"
500,12,Lecture,90,"[49, 34, 8]","[91, 10]"
501,7,Exercises,90,"[24, 27, 16, 41]",[14]
502,32,Exercises,90,[9],[15]
503,29,Exercises,90,"[1, 45, 11, 23]",[16]
504,27,Lecture,90,"[4, 56]","[20, 35]"
505,35,Exercises,90,"[5, 51, 25]",[17]
506,17,Exercises,90,"[2, 42]",[18]
