,lecturer,type,duration,rooms,groups
114,60,Excercises,135,[35],[0]
115,64,Lectures,135,"[22, 23, 36]","[69, 25, 19, 13, 78]"
116,20,Excercises,135,"[33, 47]",[0]
117,22,Excercises,135,[44],[0]
118,45,Excercises,135,"[27, 13, 26]",[0]
119,20,Excercises,135,"[18, 33, 8, 34]",[0]
120,36,Excercises,135,[46],[0]
121,32,Excercises,135,"[6, 41, 33, 22]",[0]
122,21,Lectures,135,"[31, 22]",[27]
123,48,Excercises,135,"[11, 28]",[0]
124,9,Excercises,135,"[43, 2, 34]",[0]
125,58,Lectures,135,[43],"[87, 15, 45, 75, 56, 1]"
126,28,Lectures,135,[23],"[47, 34, 84, 59, 82]"
127,19,Excercises,135,"[14, 14]",[0]
128,50,Excercises,135,"[18, 42]",[0]
129,0,Excercises,135,[13],[0]
130,27,Excercises,135,"[36, 42]",[0]
131,46,Excercises,135,"[40, 32, 17, 38]",[0]
132,63,Excercises,135,"[35, 32]",[0]
133,34,Excercises,135,[4],[0]
134,14,Lectures,135,"[24, 24]","[55, 25]"
135,10,Excercises,135,"[46, 4, 28]",[0]
136,7,Excercises,135,[19],[0]
137,49,Excercises,135,[26],[0]
138,51,Excercises,135,"[10, 27]",[0]
139,23,Excercises,135,"[34, 19]",[0]
140,51,Excercises,135,"[29, 21, 42, 39]",[0]
141,22,Excercises,135,"[24, 41, 25]",[0]
142,49,Excercises,135,"[14, 42, 5]",[0]
143,16,Excercises,135,[4],[0]
144,39,Excercises,135,"[36, 32, 48, 41]",[0]
145,14,Excercises,135,[12],[0]
146,31,Lectures,135,"[11, 9]","[60, 8, 10, 74, 55, 84]"
147,60,Lectures,135,"[42, 11]",[22]
148,54,Lectures,135,[37],"[61, 29]"
149,43,Excercises,135,"[10, 6, 21]",[0]
150,15,Excercises,135,"[26, 7, 3]",[0]
151,5,Excercises,135,"[32, 5]",[0]
152,4,Excercises,135,[47],[0]
153,40,Excercises,135,"[8, 5, 24, 41]",[0]
154,12,Excercises,135,"[25, 6]",[0]
155,8,Excercises,135,"[11, 21, 29]",[0]
156,35,Excercises,135,"[35, 38]",[0]
157,33,Lectures,135,"[35, 37, 12, 20]","[7, 62, 57]"
158,55,Excercises,135,[43],[0]
159,39,Excercises,135,"[34, 13, 12, 27]",[0]
160,61,Excercises,135,[23],[0]
161,62,Excercises,135,[7],[0]
162,19,Excercises,135,"[30, 3]",[0]
163,50,Excercises,135,"[27, 43, 37]",[0]
164,11,Excercises,135,[34],[0]
165,47,Excercises,135,"[47, 13]",[0]
166,9,Lectures,135,"[44, 18]","[64, 50, 14]"
167,27,Lectures,135,"[3, 29, 39, 43]","[64, 3, 7, 18, 24]"
168,62,Excercises,135,"[17, 34]",[0]
169,33,Excercises,135,"[17, 19, 31, 24]",[0]
170,10,Excercises,135,"[29, 0]",[0]
171,44,Excercises,135,"[0, 23, 23, 45]",[0]
172,4,Lectures,135,"[11, 8]","[35, 66]"
173,24,Excercises,135,[29],[0]
174,29,Excercises,135,"[17, 34, 43, 30]",[0]
175,19,Excercises,135,"[27, 33]",[0]
176,58,Excercises,135,"[2, 38]",[0]
177,14,Excercises,135,[9],[0]
178,57,Excercises,135,"[26, 26, 37, 29]",[0]
179,43,Excercises,135,"[11, 21]",[0]
180,13,Excercises,135,"[42, 14, 2, 31]",[0]
181,20,Excercises,135,"[30, 24]",[0]
182,3,Excercises,135,"[3, 6, 36]",[0]
183,7,Excercises,135,"[15, 4]",[0]
184,19,Excercises,135,"[11, 17, 10, 26]",[0]
185,24,Excercises,135,"[6, 20, 46, 37]",[0]
186,57,Excercises,135,"[20, 21, 31, 46]",[0]
187,7,Excercises,135,"[20, 26, 25]",[0]
188,25,Excercises,135,[15],[0]
189,27,Excercises,135,"[25, 42, 16]",[0]
190,4,Excercises,135,"[37, 33, 32, 31]",[0]
191,7,Excercises,135,"[11, 19]",[0]
192,42,Excercises,135,"[48, 29]",[0]
193,0,Excercises,135,[26],[0]
194,39,Excercises,135,[13],[0]
195,61,Excercises,135,[12],[0]
196,6,Lectures,135,"[47, 0, 2]",[81]
197,27,Lectures,135,"[38, 38, 9, 20]",[11]
198,43,Excercises,135,[26],[0]
199,15,Lectures,135,[41],"[20, 27, 25, 56]"
200,38,Excercises,135,"[30, 44]",[0]
201,37,Excercises,135,"[45, 48]",[0]
202,14,Excercises,135,"[5, 39, 31, 4]",[0]
203,39,Excercises,135,"[30, 47, 0]",[0]
204,60,Excercises,135,[41],[0]
205,9,Excercises,135,"[15, 24, 31, 40]",[0]
206,21,Excercises,135,[23],[0]
207,10,Lectures,135,"[24, 4, 22, 7]","[32, 14, 37]"
208,52,Excercises,135,"[42, 10, 6, 46]",[0]
209,45,Excercises,135,"[23, 38, 27, 37]",[0]
210,12,Excercises,135,"[32, 43]",[0]
211,13,Excercises,135,"[7, 18, 48]",[0]
212,12,Excercises,135,[5],[0]
213,41,Lectures,135,[47],[4]
214,64,Excercises,135,"[10, 16, 22]",[0]
215,22,Excercises,135,[45],[0]
216,64,Excercises,135,"[3, 6]",[0]
217,12,Excercises,135,"[21, 1, 2]",[0]
218,52,Excercises,135,"[30, 28]",[0]
219,0,Excercises,135,"[34, 13]",[0]
220,9,Excercises,135,[24],[0]
221,13,Excercises,135,[5],[0]
222,21,Excercises,135,"[48, 29, 42, 12]",[0]
223,51,Excercises,135,"[39, 6, 7, 39]",[0]
224,13,Excercises,135,[42],[0]
225,10,Lectures,135,"[45, 16, 23]","[29, 29, 51, 6]"
226,17,Lectures,135,[18],"[86, 59, 47, 0, 24, 86]"
227,40,Excercises,135,"[48, 27]",[0]
228,62,Excercises,135,"[9, 35, 25]",[0]
229,56,Excercises,135,"[25, 41]",[0]
230,15,Excercises,135,"[29, 3]",[0]
231,30,Excercises,135,"[24, 16, 16]",[0]
232,2,Excercises,135,"[10, 2]",[0]
233,25,Excercises,135,[0],[0]
234,62,Excercises,135,"[45, 29]",[0]
235,62,Excercises,135,"[0, 14]",[0]
236,55,Excercises,135,[24],[0]
237,4,Lectures,135,[26],"[32, 63, 31, 85]"
238,64,Excercises,135,"[14, 2, 33, 18]",[0]
239,26,Excercises,135,"[44, 20, 44, 17]",[0]
240,62,Excercises,135,"[7, 33, 41]",[0]
241,19,Lectures,135,"[14, 22, 33, 39]","[55, 22, 79, 79]"
242,53,Excercises,135,"[29, 5]",[0]
243,12,Excercises,135,"[32, 41, 14]",[0]
244,30,Excercises,135,"[34, 29]",[0]
245,36,Excercises,135,[20],[0]
246,5,Excercises,135,"[6, 20, 28, 7]",[0]
247,51,Excercises,135,"[44, 2, 29]",[0]
248,17,Excercises,135,[26],[0]
249,48,Excercises,135,"[45, 11, 35, 19]",[0]
250,8,Lectures,135,"[35, 29, 29, 17]",[66]
251,51,Excercises,135,"[34, 35, 7, 30]",[0]
252,50,Excercises,135,"[34, 23, 24]",[0]
253,33,Excercises,135,[41],[0]
254,38,Excercises,135,"[0, 35]",[0]
255,61,Excercises,135,[40],[0]
256,34,Excercises,135,"[19, 35]",[0]
257,58,Excercises,135,[41],[0]
258,46,Excercises,135,[32],[0]
259,62,Lectures,135,[22],"[31, 74, 37]"
260,14,Excercises,135,"[30, 33]",[0]
261,1,Excercises,135,"[24, 27, 4]",[0]
262,0,Excercises,135,"[29, 31, 21]",[0]
263,7,Excercises,135,"[37, 8, 5, 13]",[0]
264,23,Lectures,135,"[45, 4, 32, 0]",[91]
265,15,Excercises,135,"[42, 24, 21]",[0]
266,51,Lectures,135,"[24, 48]",[8]
267,0,Lectures,135,"[33, 10, 7, 48]","[4, 15]"
268,45,Excercises,135,"[20, 2]",[0]
269,10,Excercises,135,"[7, 40, 45, 31]",[0]
270,23,Lectures,135,"[39, 28, 9, 4]",[60]
271,36,Excercises,135,[41],[0]
272,38,Excercises,135,"[48, 36, 33, 27]",[0]
273,14,Lectures,135,[45],"[55, 14]"
274,7,Excercises,135,"[5, 16, 15, 43]",[0]
275,45,Excercises,135,[28],[0]
276,20,Excercises,135,[14],[0]
277,15,Excercises,135,"[46, 25, 45]",[0]
278,53,Excercises,135,"[43, 40, 32, 31]",[0]
279,30,Excercises,135,"[32, 24, 37, 20]",[0]
280,31,Excercises,135,[47],[0]
281,1,Excercises,135,[13],[0]
282,11,Excercises,135,"[30, 42, 40]",[0]
283,63,Excercises,135,"[8, 44]",[0]
284,38,Excercises,135,[17],[0]
285,27,Excercises,135,[11],[0]
286,58,Excercises,135,"[2, 8, 9]",[0]
287,36,Excercises,135,[28],[0]
288,37,Lectures,135,"[35, 21, 26]","[28, 36]"
289,24,Lectures,135,"[34, 30]",[75]
290,49,Excercises,135,"[9, 1, 14]",[0]
291,12,Excercises,135,"[36, 1, 16, 44]",[0]
292,26,Lectures,135,[23],"[19, 77, 15, 66, 3]"
293,33,Excercises,135,"[46, 7, 15, 36]",[0]
294,49,Excercises,135,"[31, 35, 14, 23]",[0]
295,25,Excercises,135,"[32, 32, 26]",[0]
296,37,Excercises,135,"[13, 43, 24, 29]",[0]
297,20,Excercises,135,"[36, 7]",[0]
298,13,Excercises,135,"[27, 37, 48, 21]",[0]
299,58,Excercises,135,"[22, 39, 32]",[0]
300,65,Excercises,135,"[9, 33, 16]",[0]
301,63,Excercises,135,"[14, 41]",[0]
302,24,Excercises,135,"[15, 0]",[0]
303,24,Excercises,135,"[36, 33, 43, 23]",[0]
304,56,Excercises,135,"[46, 0]",[0]
305,3,Excercises,135,"[25, 24]",[0]
306,9,Excercises,135,[44],[0]
307,61,Excercises,135,[6],[0]
308,34,Excercises,135,"[35, 3, 44]",[0]
309,48,Excercises,135,"[38, 34, 45]",[0]
310,63,Lectures,135,[12],"[33, 91, 0, 12, 42]"
311,47,Excercises,135,"[32, 39, 45, 30]",[0]
312,29,Excercises,135,"[8, 33, 0]",[0]
313,20,Excercises,135,"[5, 10]",[0]
314,23,Excercises,135,"[32, 42, 12]",[0]
315,4,Excercises,135,[5],[0]
316,45,Excercises,135,"[23, 4, 9]",[0]
317,0,Lectures,135,"[20, 45, 41, 23]","[35, 11, 66, 46, 64, 70]"
318,37,Excercises,135,[14],[0]
319,43,Excercises,135,"[28, 3, 35, 5]",[0]
320,32,Lectures,135,"[35, 28, 10, 20]","[63, 45, 43, 55]"
321,13,Excercises,135,"[0, 6]",[0]
322,48,Excercises,135,"[2, 7]",[0]
323,63,Excercises,135,"[34, 39]",[0]
324,50,Excercises,135,[11],[0]
325,6,Excercises,135,"[12, 4, 18, 20]",[0]
326,17,Excercises,135,[22],[0]
327,19,Excercises,135,"[9, 45, 21]",[0]
328,38,Excercises,135,"[4, 34, 31]",[0]
329,42,Lectures,135,"[22, 44, 37, 31]","[24, 22, 56, 5]"
330,50,Excercises,135,"[22, 3, 13]",[0]
331,49,Excercises,135,[1],[0]
332,23,Excercises,135,"[27, 35]",[0]
333,15,Excercises,135,"[24, 22, 21]",[0]
334,38,Excercises,135,"[13, 20]",[0]
335,29,Excercises,135,"[38, 47, 36]",[0]
336,6,Excercises,135,"[46, 10, 35, 15]",[0]
337,7,Excercises,135,"[46, 28, 16]",[0]
338,22,Excercises,135,[47],[0]
339,8,Lectures,135,[24],"[70, 15, 38, 10, 46, 46]"
340,22,Excercises,135,"[15, 5, 19]",[0]
341,37,Lectures,135,[23],"[84, 8, 48, 50, 56]"
342,24,Excercises,135,[47],[0]
343,26,Excercises,135,"[12, 15, 28]",[0]
344,23,Excercises,135,"[25, 0, 48]",[0]
345,20,Excercises,135,"[18, 3, 37]",[0]
346,4,Excercises,135,"[35, 12, 11, 48]",[0]
347,28,Excercises,135,"[37, 12, 46, 42]",[0]
348,52,Excercises,135,"[1, 6, 19]",[0]
349,39,Lectures,135,"[28, 31]","[81, 72, 18]"
350,2,Excercises,135,"[22, 45]",[0]
351,28,Excercises,135,"[22, 19, 45]",[0]
352,58,Excercises,135,"[2, 28, 32, 43]",[0]
353,33,Excercises,135,"[46, 6, 43]",[0]
354,58,Excercises,135,"[29, 21, 46]",[0]
355,31,Excercises,135,"[13, 31, 7, 0]",[0]
356,33,Excercises,135,[4],[0]
357,45,Excercises,135,"[45, 23]",[0]
358,0,Excercises,135,"[48, 44, 48]",[0]
359,8,Lectures,135,"[1, 10]",[61]
360,7,Excercises,135,"[29, 2, 4]",[0]
361,35,Lectures,135,[27],[66]
362,60,Excercises,135,"[41, 29]",[0]
363,5,Excercises,135,"[26, 9]",[0]
364,40,Excercises,135,"[35, 13, 29]",[0]
365,7,Excercises,135,[33],[0]
366,39,Excercises,135,"[18, 25]",[0]
367,51,Excercises,135,"[45, 45, 21]",[0]
368,64,Excercises,135,"[20, 40, 45, 39]",[0]
369,16,Excercises,135,[15],[0]
370,38,Excercises,135,"[23, 26]",[0]
371,9,Lectures,135,"[18, 21]","[63, 38, 15, 17]"
372,49,Excercises,135,"[10, 13, 20]",[0]
373,26,Excercises,135,[38],[0]
374,44,Excercises,135,"[23, 48, 41, 47]",[0]
375,4,Excercises,135,[37],[0]
376,2,Excercises,135,"[6, 5]",[0]
377,56,Excercises,135,[8],[0]
378,29,Excercises,135,"[0, 21, 14, 42]",[0]
379,31,Excercises,135,"[21, 45, 2, 47]",[0]
380,8,Excercises,135,"[33, 19]",[0]
381,41,Excercises,135,"[4, 32, 36, 41]",[0]
382,59,Excercises,135,"[48, 43, 42]",[0]
383,33,Excercises,135,"[2, 24, 16]",[0]
384,31,Excercises,135,"[48, 37, 18, 35]",[0]
385,6,Excercises,135,[19],[0]
386,64,Excercises,135,"[6, 37]",[0]
387,14,Excercises,135,"[8, 48, 6, 7]",[0]
388,32,Excercises,135,"[10, 18, 47, 24]",[0]
389,29,Excercises,135,[21],[0]
390,50,Excercises,135,"[39, 8, 3, 44]",[0]
391,9,Excercises,135,"[44, 20, 18, 8]",[0]
392,19,Excercises,135,"[48, 3, 0]",[0]
393,54,Lectures,135,"[14, 42]","[44, 66, 42, 81, 69, 53]"
394,0,Excercises,135,"[42, 43, 44]",[0]
395,59,Excercises,135,"[31, 12]",[0]
396,55,Lectures,135,"[22, 34, 12, 20]","[22, 15, 46, 48, 18]"
397,18,Lectures,135,[24],"[76, 18, 79, 63]"
398,22,Excercises,135,"[26, 7, 21]",[0]
399,23,Lectures,135,"[20, 40, 1, 19]","[5, 68, 4, 56, 84, 67]"
400,54,Lectures,135,"[30, 38]",[14]
401,10,Excercises,135,"[44, 20, 14, 27]",[0]
402,29,Excercises,135,"[48, 10, 1]",[0]
403,25,Excercises,135,"[28, 7, 39]",[0]
404,16,Excercises,135,[37],[0]
405,45,Excercises,135,[1],[0]
406,40,Excercises,135,"[10, 42, 7]",[0]
407,63,Excercises,135,"[34, 2]",[0]
408,58,Excercises,135,"[41, 25]",[0]
409,61,Excercises,135,[27],[0]
410,31,Excercises,135,"[28, 3, 29]",[0]
411,6,Excercises,135,"[37, 45, 20, 24]",[0]
412,16,Excercises,135,"[7, 22, 26]",[0]
413,2,Lectures,135,"[12, 43, 13, 9]",[15]
414,16,Excercises,135,"[18, 11, 30]",[0]
415,3,Excercises,135,"[1, 8]",[0]
416,36,Lectures,135,"[42, 40, 48]","[85, 5, 77, 74]"
417,11,Excercises,135,"[46, 25, 36]",[0]
418,44,Excercises,135,"[48, 13]",[0]
419,41,Excercises,135,"[5, 45, 5, 15]",[0]
420,33,Excercises,135,"[3, 14, 0, 41]",[0]
421,55,Lectures,135,[8],"[32, 51, 9, 9, 25, 70]"
422,44,Excercises,135,"[2, 45, 40]",[0]
423,11,Excercises,135,"[35, 22, 46, 27]",[0]
424,47,Excercises,135,"[35, 47, 7, 5]",[0]
425,65,Excercises,135,[20],[0]
426,12,Excercises,135,"[19, 46, 22, 47]",[0]
427,29,Lectures,135,[25],[71]
428,44,Excercises,135,"[29, 40, 34]",[0]
429,7,Excercises,135,[4],[0]
430,22,Lectures,135,[17],"[61, 45]"
431,30,Lectures,135,[33],[9]
432,4,Lectures,135,"[25, 36]","[84, 16, 25, 23, 89]"
433,43,Excercises,135,"[6, 17]",[0]
434,64,Excercises,135,[39],[0]
435,9,Lectures,135,[46],"[15, 20, 8, 44, 24, 42]"
436,0,Excercises,135,"[46, 0, 18]",[0]
437,46,Excercises,135,"[37, 13, 23]",[0]
438,18,Excercises,135,"[12, 24, 1]",[0]
439,18,Excercises,135,"[45, 4]",[0]
440,40,Excercises,135,"[12, 17, 25, 14]",[0]
441,10,Excercises,135,"[29, 3, 33]",[0]
442,12,Lectures,135,"[2, 18]","[75, 41, 4, 44]"
443,42,Excercises,135,"[43, 47]",[0]
444,27,Lectures,135,"[12, 46, 33, 20]",[69]
445,42,Excercises,135,[7],[0]
446,18,Lectures,135,"[21, 44]","[45, 51, 9, 46, 52]"
447,54,Excercises,135,"[14, 12, 21]",[0]
448,9,Excercises,135,"[19, 20, 7]",[0]
449,10,Excercises,135,"[14, 9]",[0]
450,40,Excercises,135,[35],[0]
451,31,Excercises,135,"[21, 34]",[0]
452,30,Excercises,135,"[8, 45, 17, 14]",[0]
453,33,Excercises,135,"[24, 14]",[0]
454,2,Excercises,135,"[2, 23, 46, 7]",[0]
455,19,Excercises,135,"[48, 0]",[0]
456,61,Excercises,135,"[2, 7, 12, 19]",[0]
457,39,Lectures,135,"[34, 3]","[19, 36, 3, 31, 62, 25]"
458,34,Excercises,135,"[40, 8, 31]",[0]
459,43,Excercises,135,"[34, 27, 39, 8]",[0]
460,6,Excercises,135,"[28, 40, 5, 14]",[0]
461,19,Excercises,135,"[40, 47, 12]",[0]
462,1,Excercises,135,"[29, 29, 5, 15]",[0]
463,53,Excercises,135,"[41, 16]",[0]
464,58,Lectures,135,"[39, 11, 29]",[83]
465,27,Lectures,135,[45],"[71, 34, 6, 72]"
466,20,Excercises,135,"[22, 4, 10, 48]",[0]
467,18,Excercises,135,[34],[0]
468,0,Excercises,135,[15],[0]
469,25,Excercises,135,"[1, 11]",[0]
470,53,Excercises,135,"[28, 38, 48]",[0]
471,32,Excercises,135,"[14, 21, 5, 12]",[0]
472,43,Excercises,135,[14],[0]
473,4,Excercises,135,[35],[0]
474,23,Excercises,135,[4],[0]
475,44,Excercises,135,"[11, 32, 22, 19]",[0]
476,19,Excercises,135,"[38, 33]",[0]
477,42,Lectures,135,[48],"[65, 15]"
478,32,Lectures,135,[40],"[76, 34, 18, 52, 0]"
479,16,Excercises,135,"[42, 40]",[0]
480,22,Excercises,135,[25],[0]
481,23,Excercises,135,[10],[0]
482,29,Excercises,135,[20],[0]
483,13,Excercises,135,"[43, 20]",[0]
484,5,Excercises,135,"[4, 21, 10]",[0]
485,17,Lectures,135,"[41, 0, 1, 4]","[28, 83, 35]"
486,49,Lectures,135,"[2, 40, 39]","[67, 81, 4, 85, 48, 86]"
487,52,Excercises,135,"[22, 39]",[0]
488,20,Lectures,135,"[11, 15]","[76, 30, 87, 55]"
489,1,Excercises,135,[33],[0]
490,21,Excercises,135,[20],[0]
491,49,Excercises,135,"[45, 44, 44]",[0]
492,42,Excercises,135,"[14, 10, 47, 40]",[0]
493,4,Excercises,135,"[30, 9]",[0]
494,15,Lectures,135,"[36, 8, 11]","[15, 62, 14, 28, 61]"
495,22,Excercises,135,"[33, 45, 42, 12]",[0]
496,33,Lectures,135,"[43, 25]","[15, 73, 42]"
497,63,Lectures,135,"[28, 40, 33]","[13, 7, 13]"
498,4,Lectures,135,[27],"[36, 73, 50]"
499,28,Excercises,135,"[22, 28, 11, 39]",[0]
500,57,Excercises,135,[40],[0]
501,56,Lectures,135,"[13, 29, 20]","[88, 58, 31, 9, 29, 72]"
502,65,Excercises,135,"[32, 21, 9]",[0]
503,56,Excercises,135,"[24, 32, 1, 14]",[0]
504,0,Excercises,135,"[7, 31]",[0]
505,54,Excercises,135,"[23, 20]",[0]
506,17,Excercises,135,[24],[0]
507,43,Excercises,135,"[44, 39]",[0]
508,27,Excercises,135,[37],[0]
509,0,Excercises,135,"[8, 34, 6]",[0]
510,51,Excercises,135,[34],[0]
511,30,Excercises,135,"[24, 46]",[0]
512,3,Lectures,135,[32],[40]
513,2,Excercises,135,[2],[0]
514,21,Lectures,135,"[44, 45, 46, 23]","[4, 48, 20, 25]"
515,44,Lectures,135,"[16, 41, 9]","[20, 76, 24, 31, 38, 49]"
516,10,Excercises,135,[22],[0]
517,42,Excercises,135,"[27, 4]",[0]
518,64,Excercises,135,[6],[0]
519,53,Lectures,135,"[11, 37]","[89, 70, 0]"
520,38,Lectures,135,"[15, 5, 29]","[71, 63, 45, 58, 83]"
521,35,Excercises,135,"[44, 12, 10]",[0]
522,46,Lectures,135,"[14, 42]",[36]
523,21,Excercises,135,[14],[0]
524,18,Excercises,135,[26],[0]
525,63,Excercises,135,"[16, 1, 10, 13]",[0]
526,33,Excercises,135,[36],[0]
527,42,Excercises,135,[3],[0]
528,62,Excercises,135,"[19, 24, 6]",[0]
529,42,Excercises,135,[24],[0]
530,17,Excercises,135,"[39, 46, 47, 12]",[0]
531,29,Excercises,135,[14],[0]
532,65,Excercises,135,"[4, 43, 10]",[0]
533,11,Lectures,135,"[38, 32, 18, 7]","[49, 91, 83, 11, 26, 73]"
534,34,Lectures,135,"[6, 28, 46]","[66, 5]"
535,60,Excercises,135,"[39, 44, 24]",[0]
536,52,Excercises,135,"[7, 39, 40]",[0]
537,4,Excercises,135,"[9, 3, 31, 2]",[0]
538,60,Lectures,135,"[7, 9]","[64, 15, 56, 10]"
539,41,Excercises,135,"[10, 14, 18, 39]",[0]
540,45,Excercises,135,"[27, 13]",[0]
541,8,Excercises,135,"[44, 3]",[0]
542,43,Excercises,135,[28],[0]
543,49,Excercises,135,"[36, 8, 47]",[0]
544,59,Lectures,135,"[44, 29, 36]",[27]
545,51,Excercises,135,"[39, 14, 46]",[0]
546,43,Excercises,135,"[22, 40, 13, 24]",[0]
